0	0
0.02	0.00364
0.04	-0.06206
0.06	-0.04383
0.08	-0.16052
0.1	-0.08651
0.12	-0.4378
0.14	0.42873
0.16	0.84254
0.18	0.06372
0.2	-0.48665
0.22	-0.44797
0.24	0.42367
0.26	-0.22538
0.28	-0.23213
0.3	-0.58729
0.32	-0.4568
0.34	0.86882
0.36	0.18479
0.38	0.47988
0.4	1.09071
0.42	-0.64673
0.44	0.1992
0.46	0.2158
0.48	3.8404
0.5	-3.19312
0.52	4.13402
0.54	-3.25384
0.56	2.3718
0.58	-7.48706
0.6	6.49986
0.62	-0.78872
0.64	4.97212
0.66	-0.5145
0.68	-0.98559
0.7	-0.27194
0.72	-1.86906
0.74	0.13901
0.76	2.61232
0.78	-0.75687
0.8	0.10409
0.82	-1.78244
0.84	-1.57607
0.86	5.25154
0.88	-6.51163
0.9	2.25612
0.92	-0.20651
0.94	4.38036
0.96	-5.53481
0.98	6.01748
1	1.4238
1.02	-2.83655
1.04	-4.16999
1.06	-7.96083
1.08	3.90815
1.1	-15.36799
1.12	1.21798
1.14	1.3858
1.16	0.41691
1.18	-3.30332
1.2	-1.12038
1.22	1.05746
1.24	2.56431
1.26	-3.90627
1.28	2.87584
1.3	-0.87527
1.32	1.11477
1.34	-3.34322
1.36	2.78877
1.38	3.89004
1.4	-5.31128
1.42	9.01388
1.44	0.25441
1.46	0.11471
1.48	2.00807
1.5	0.09831
1.52	-2.1609
1.54	1.48491
1.56	1.12736
1.58	0.66396
1.6	0.19237
1.62	-2.0468
1.64	3.30434
1.66	-3.73708
1.68	0.9208
1.7	-0.34709
1.72	1.14228
1.74	-0.79946
1.76	1.19266
1.78	0.31409
1.8	-0.16372
1.82	-1.13429
1.84	0.41369
1.86	-0.65981
1.88	-0.34413
1.9	1.60709
1.92	-0.25261
1.94	0.87545
1.96	-1.06934
1.98	-0.55917
2	0.571
2.02	-1.40632
2.04	2.29028
2.06	-0.32985
2.08	1.95372
2.1	-1.08247
2.12	1.3786
2.14	-0.79479
2.16	-0.9826
2.18	-0.58826
2.2	-0.42086
2.22	0.92929
2.24	-0.97228
2.26	0.40891
2.28	0.16896
2.3	-0.16808
2.32	-0.61948
2.34	0.62201
2.36	0.02867
2.38	-0.00747
2.4	0.45599
2.42	-0.74976
2.44	-0.20696
2.46	0.50145
2.48	-0.03612
2.5	1.05921
2.52	-1.09032
2.54	-0.09855
2.56	0.62498
2.58	0.35417
2.6	-0.36345
2.62	-0.05655
2.64	-0.1629
2.66	-0.10151
2.68	0.19622
2.7	0.24977
2.72	0.31847
2.74	0.42656
2.76	-0.27609
2.78	-0.09291
2.8	-0.58768
2.82	-0.31102
2.84	0.96183
2.86	0.14972
2.88	-0.46012
2.9	0.51121
2.92	-0.21952
2.94	-0.15392
2.96	-0.61863
2.98	0.58964
3	-0.01556
3.02	0.6472
3.04	0.05428
3.06	0.28818
3.08	-0.49124
3.1	-0.17116
3.12	-0.2885
3.14	0.28854
3.16	0.10436
3.18	0.27378
3.2	-0.53854
3.22	0.15895
3.24	-0.12519
3.26	0.1883
