0	0.01390228
0.02	0.10829098
0.04	0.10123204
0.06	0.08833916
0.08	0.09521974
0.1	0.12032342
0.12	0.14230482
0.14	0.1282575
0.16	0.11030488
0.18	0.08520904
0.2	0.0850297
0.22	0.13102208
0.24	0.1757336
0.26	0.1934765
0.28	0.16233308
0.3	0.14410018
0.32	0.1082851
0.34	0.08190154
0.36	0.04167254
0.38	0.06548262
0.4	0.13041644
0.42	0.19036402
0.44	0.19537868
0.46	0.06550712
0.48	-0.03033492
0.5	-0.14080248
0.52	0.04892748
0.54	0.12812814
0.56	0.14379344
0.58	0.20238078
0.6	0.25986758
0.62	0.32495722
0.64	0.30558066
0.66	0.17235456
0.68	0.19724656
0.7	0.16277702
0.72	0.16417254
0.74	0.06650378
0.76	-0.02490572
0.78	-0.1500331
0.8	-0.23606632
0.82	-0.25213048
0.84	-0.33603808
0.86	-0.46310978
0.88	-0.49127008
0.9	-0.41831594
0.92	-0.35913178
0.94	-0.27085926
0.96	-0.23465316
0.98	-0.33920544
1	-0.41174504
1.02	-0.5294401
1.04	-0.63880222
1.06	-0.7312123
1.08	-0.65137856
1.1	-0.59877412
1.12	-0.39935686
1.14	-0.39948524
1.16	-0.0630679
1.18	0.51432164
1.2	0.78667932
1.22	0.60272352
1.24	0.48414352
1.26	0.25021948
1.28	0.0591528
1.3	-0.13422766
1.32	-0.30795912
1.34	-0.49875434
1.36	-0.70921032
1.38	-0.99424822
1.4	-1.2177215
1.42	-1.528116
1.44	-1.4482705
1.46	-1.1539657
1.48	-0.93465638
1.5	-0.89108852
1.52	-0.92572172
1.54	-0.83870948
1.56	-0.90074642
1.58	-0.99197168
1.6	-1.207701
1.62	-0.32739448
1.64	1.4738485
1.66	2.0649404
1.68	1.9881182
1.7	2.0330698
1.72	1.8151207
1.74	1.723916
1.76	1.7512081
1.78	1.7514286
1.8	1.8035499
1.82	1.6288551
1.84	1.3456302
1.86	1.086722
1.88	0.78105902
1.9	0.42911064
1.92	0.0165865
1.94	-0.35928466
1.96	-0.78471638
1.98	-1.1629827
2	-1.5972834
2.02	-1.9586368
2.04	-2.4103502
2.06	-2.7273243
2.08	-3.0335469
2.1	-3.1977204
2.12	-3.4146365
2.14	-2.8194786
2.16	-2.3226225
2.18	1.1970465
2.2	2.3709297
2.22	1.6391196
2.24	1.8641746
2.26	1.0940338
2.28	0.7521794
2.3	0.1731954
2.32	-0.11316354
2.34	-0.53241342
2.36	-0.8945636
2.38	-1.1848043
2.4	-1.7554466
2.42	-0.5757549
2.44	2.6287902
2.46	1.5464096
2.48	1.7275803
2.5	1.0110552
2.52	0.57843226
2.54	-0.23680524
2.56	0.66981726
2.58	1.978912
2.6	1.6402966
2.62	1.68408
2.64	1.480484
2.66	1.2305713
2.68	1.0004467
2.7	0.75066236
2.72	0.5222959
2.74	0.27055546
2.76	0.04386284
2.78	-0.18774252
2.8	0.09448474
2.82	0.43220744
2.84	0.83738746
2.86	0.95027464
2.88	0.71572438
2.9	0.59896326
2.92	0.3337684
2.94	0.10841152
2.96	-0.18502302
2.98	-0.41936356
3	-0.67207714
3.02	0.0966721
3.04	0.37198154
3.06	0.03987032
3.08	-0.01081038
3.1	-0.34404566
3.12	-0.56441434
3.14	-0.88260368
3.16	-1.1288032
3.18	-1.3618256
3.2	-0.218785
3.22	-0.240541
3.24	-0.68218976
3.26	-0.68861758
3.28	-1.3167378
3.3	-1.3517493
3.32	-2.0384049
3.34	0.92999354
3.36	1.3066193
3.38	0.69107542
3.4	0.54606482
3.42	-0.07173306
3.44	-0.67427528
3.46	1.0660009
3.48	1.4874518
3.5	1.0700757
3.52	1.1614294
3.54	0.76171186
3.56	0.55889204
3.58	0.21460726
3.6	0.1254841
3.62	0.6732502
3.64	0.32391548
3.66	0.33665352
3.68	0.10927098
3.7	-0.01729994
3.72	-0.2991254
3.74	-0.48766564
3.76	-0.607257
3.78	-0.22220324
3.8	0.0320607
3.82	0.24470992
3.84	-0.07692902
3.86	-0.21060984
3.88	-0.56751898
3.9	-0.82498556
3.92	-1.2051119
3.94	-1.4773157
3.96	-1.7355359
3.98	-0.42117166
4	-0.02900114
4.02	-0.25901204
4.04	-0.29246728
4.06	0.05468694
4.08	0.14648256
4.1	-0.14280266
4.12	-0.2060499
4.14	-0.49872592
4.16	-0.64436666
4.18	-0.9566907
4.2	-1.1271049
4.22	-1.4457871
4.24	-1.6283268
4.26	-1.9432832
4.28	-1.8548264
4.3	-1.9824008
4.32	-1.7675182
4.34	-1.2495412
4.36	1.2058675
4.38	0.54119716
4.4	0.38337208
4.42	0.3112627
4.44	1.1172323
4.46	1.6596016
4.48	2.4622186
4.5	2.0239107
4.52	1.8334124
4.54	1.3162282
4.56	0.9595131
4.58	0.32510814
4.6	-0.15393448
4.62	-0.81559226
4.64	-1.3184734
4.66	-1.8167779
4.68	0.05749268
4.7	0.16879324
4.72	-0.28462434
4.74	-0.44680846
4.76	-0.98240394
4.78	-1.423156
4.8	-1.8513974
4.82	-2.4538828
4.84	-1.6840359
4.86	1.3792932
4.88	0.99831522
4.9	1.0885575
4.92	0.90614622
4.94	0.46826262
4.96	1.249061
4.98	2.1097401
5	1.6160847
5.02	1.6908293
5.04	1.3050719
5.06	1.1107075
5.08	0.7726957
5.1	0.50990674
5.12	0.54341686
5.14	1.1991858
5.16	1.2085781
5.18	1.1575593
5.2	1.1441412
5.22	0.71664558
5.24	0.54521026
5.26	-0.06387052
5.28	0.80327072
5.3	1.6333915
5.32	0.8584996
5.34	0.96065382
5.36	0.3962042
5.38	0.1464169
5.4	-0.31912034
5.42	-0.64756734
5.44	-0.8750616
5.46	-0.47164264
5.48	-0.19755232
5.5	0.02667462
5.52	-0.291991
5.54	-0.44446822
5.56	-0.78459976
5.58	-1.0324241
5.6	-1.3511907
5.62	-1.6049382
5.64	-1.8599998
5.66	-1.2796624
5.68	-0.63945882
5.7	-0.20338822
5.72	-0.3133893
5.74	-0.37243038
5.76	-0.49524888
5.78	-0.23493834
5.8	0.0839615
5.82	0.16836498
5.84	0.11262062
5.86	0.22863596
5.88	0.24749508
5.9	0.15711948
5.92	0.06846868
5.94	-0.1472156
5.96	-0.3791865
5.98	-0.57867138
6	-0.25521944
6.02	0.04064942
6.04	0.42763672
6.06	0.1326822
6.08	-0.0950208
6.1	-0.2302363
6.12	0.12900426
6.14	0.05044844
6.16	-0.07965538
6.18	-0.20968178
6.2	-0.37988524
6.22	-0.50981266
6.24	-0.1571773
6.26	0.0324233
6.28	0.11101538
6.3	-0.0049931
6.32	-0.07572656
6.34	-0.03499188
6.36	0.09453276
6.38	0.03614926
6.4	0.01576526
6.42	-0.03846402
6.44	-0.08517082
6.46	0.05622946
6.48	0.30345504
6.5	0.42117656
6.52	0.2440347
6.54	0.23557926
6.56	0.17678808
6.58	0.12862108
6.6	0.0181741
6.62	-0.20281786
6.64	0.10812928
6.66	0.0913507
6.68	0.033908
6.7	0.1063006
6.72	0.11104282
6.74	0.098931
6.76	0.00177478
6.78	-0.07251314
6.8	-0.23480702
6.82	-0.35486976
6.84	-0.70408688
6.86	-0.7787276
6.88	-0.1840832
6.9	0.26316528
6.92	0.1242542
6.94	0.04225564
6.96	-0.15872864
6.98	-0.048461
7	0.21871248
7.02	0.46620462
7.04	0.42814436
7.06	0.21567252
7.08	0.04339538
7.1	-0.15864534
7.12	-0.31969462
7.14	-0.4185776
7.16	-0.12300078
7.18	0.1601516
7.2	0.20348622
7.22	0.08232882
7.24	0.20536684
7.26	0.13675998
7.28	0.054586
7.3	-0.0527534
7.32	-0.13390524
7.34	-0.26569074
7.36	-0.23153578
7.38	-0.07898506
7.4	0.00826434
7.42	-0.19971714
7.44	-0.43425172
7.46	-0.49213542
7.48	-0.1913401
7.5	-0.09189166
7.52	0.0222705
7.54	0.02103766
7.56	-0.0521311
7.58	-0.0926639
7.6	-0.25437174
7.62	-0.36782242
7.64	-0.52486742
7.66	-0.54104428
7.68	-0.42462028
7.7	-0.39740078
7.72	-0.55908804
7.74	-0.75554962
7.76	-0.36511566
7.78	-0.41066998
7.8	-0.09771776
7.82	0.2041683
7.84	0.24881416
7.86	0.40490072
7.88	0.41302688
7.9	0.47038824
7.92	0.43285326
7.94	0.45755612
7.96	0.05666556
7.98	-0.17744762
8	0.20788642
8.02	0.49162582
8.04	0.52954888
8.06	0.36140734
8.08	0.40515062
8.1	0.30737504
8.12	0.31623914
8.14	0.26500376
8.16	0.26525954
8.18	0.26913544
8.2	0.34503154
8.22	0.30872156
8.24	0.2164134
8.26	0.07811384
8.28	-0.08705046
8.3	-0.2806524
8.32	-0.3100622
8.34	-0.35754614
8.36	-0.3409273
8.38	-0.3580577
8.4	-0.28638932
8.42	-0.30458596
8.44	-0.11183858
8.46	-0.21420252
8.48	-0.13578978
8.5	-0.38354848
8.52	0.8604939
8.54	1.347646
8.56	1.3408683
8.58	1.3526617
8.6	1.1917427
8.62	1.0413637
8.64	0.8289036
8.66	0.6507494
8.68	0.44348332
8.7	0.25755282
8.72	0.0596722
8.74	0.09099692
8.76	0.18182724
8.78	0.14690592
8.8	-0.08444366
8.82	-0.16281622
8.84	-0.04967914
